age,sexe,situation_familiale,revenu_mensuel,type_contrat_travail,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,type_credit,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,probabilite_defaut,prediction_defaut
52,H,celibataire,589800,Independant,63,1013360,6,3.77,auto,0,0,0,27.55,1.72,0,0.045818415572614575,0
47,F,marie,481099,Informel,100,2534346,68,17.11,scolaire,0,1,0,20.88,5.27,1,0.9609813047202881,1
41,H,marie,1276845,CDD,180,3772701,25,9.84,scolaire,0,0,0,36.12,2.95,0,0.6394454972928909,1
59,H,divorce,1496642,CDI,48,3169599,48,13.12,immobilier,0,0,0,5.65,2.12,0,0.0036095679684682103,0
47,H,divorce,113550,Informel,189,3715522,47,13.31,conso,0,1,0,71.44,32.72,1,1.0,1
31,H,divorce,356786,Independant,152,3809563,44,16.12,conso,1,0,0,25.14,10.68,1,0.9999978227437321,1
23,F,marie,710381,CDD,74,2289615,67,12.97,auto,2,0,0,44.12,3.22,1,0.9319211837373803,1
20,H,marie,497799,Independant,58,4115250,53,11.43,scolaire,1,0,0,51.77,8.27,1,0.9999962140954327,1
33,H,celibataire,1389764,Independant,192,4781544,11,13.65,auto,1,0,0,64.33,3.44,1,0.9926798295819232,1
24,F,divorce,683826,CDD,30,3151454,47,14.26,auto,0,0,0,23.77,4.61,1,0.8988786222859688,1
31,H,celibataire,404158,CDD,157,4656802,63,5.79,conso,2,0,0,58.79,11.52,1,0.9999999923168496,1
26,F,celibataire,885955,Independant,231,1723215,48,4.65,scolaire,1,1,0,13.82,1.95,0,0.014613173317837068,0
32,H,celibataire,452429,Independant,10,759714,15,4.12,auto,1,0,0,57.82,1.68,1,0.7696324461379578,1
38,H,celibataire,805903,Informel,39,3213670,44,8.61,auto,1,0,0,73.95,3.99,1,0.9993489431584507,1
52,H,divorce,710167,CDI,55,51722,18,10.47,conso,0,0,0,11.38,0.07,0,0.0003590738135015628,0
19,H,celibataire,170629,Independant,28,480036,44,12.23,conso,1,0,0,13.75,2.81,0,0.11288378703347131,0
44,H,marie,418974,CDI,146,2083267,16,17.37,conso,1,0,2,46.79,4.97,1,0.9999999999969957,1
19,H,marie,1101445,Informel,169,3980785,21,7.96,auto,1,0,0,8.48,3.61,1,0.18139462999808378,0
52,F,marie,1436258,CDI,118,2103222,38,14.41,scolaire,0,0,0,19.05,1.46,0,0.00705142830375653,0
35,H,divorce,389454,CDI,114,4147778,65,10.97,conso,0,0,0,19.26,10.65,1,0.9999940323819552,1
31,F,celibataire,1008412,Informel,209,4834811,64,6.3,conso,1,0,0,41.09,4.79,1,0.9855346507238012,1
37,F,divorce,1243842,Independant,75,4089935,56,12.23,scolaire,0,0,0,23.64,3.29,1,0.2811492475004585,0
35,H,celibataire,1316938,CDI,65,4655914,20,17.51,auto,1,0,0,40.66,3.54,1,0.8807365297030674,1
27,F,divorce,526850,Independant,81,3123215,48,4.86,auto,0,3,0,44.09,5.93,1,0.9994446665001474,1
42,H,divorce,879131,Independant,100,2062785,32,10.61,scolaire,0,1,0,59.8,2.35,1,0.9383497004385393,1
19,F,celibataire,1359817,CDD,100,2566837,61,3.77,conso,0,1,0,75.95,1.89,1,0.9736802954095243,1
42,H,divorce,1379825,Independant,46,2152644,65,7.82,immobilier,0,0,0,42.78,1.56,0,0.17294212621566293,0
50,F,celibataire,146912,Independant,60,2263511,52,12.31,scolaire,0,0,0,31.63,15.41,1,0.999999999352366,1
53,F,marie,159183,CDI,137,4402868,13,15.62,immobilier,1,0,0,24.4,27.66,1,1.0,1
48,H,marie,140282,Independant,173,3186769,68,13.95,auto,0,1,0,52.6,22.72,1,1.0,1
31,F,marie,138249,Independant,188,3863957,12,9.94,auto,0,0,0,75.72,27.95,1,1.0,1
18,H,divorce,612451,CDD,156,3388787,7,16.64,immobilier,1,0,1,62.35,5.53,1,0.9999999967402184,1
63,H,marie,203844,CDD,97,571323,22,7.54,conso,0,0,0,20.46,2.8,0,0.1956733293824518,0
33,H,celibataire,446731,CDI,3,3108711,9,14.31,immobilier,1,0,0,72.0,6.96,1,0.9999960042597033,1
63,H,marie,835640,CDI,179,341280,31,10.11,conso,0,0,0,60.16,0.41,1,0.2957817518575074,0
20,H,marie,414123,CDD,136,1605282,10,16.48,scolaire,1,0,0,14.6,3.88,1,0.5820115026499632,1
52,F,divorce,683148,CDD,114,2222744,10,14.96,auto,0,1,0,58.46,3.25,1,0.9860678282009752,1
58,F,celibataire,1280791,Informel,198,443931,8,16.52,auto,0,0,0,26.7,0.35,0,0.002679782513856027,0
23,F,divorce,904428,Independant,187,4486374,43,6.21,immobilier,2,0,0,41.85,4.96,1,0.9916869703865734,1
42,H,divorce,436215,CDI,116,3975321,6,13.02,scolaire,0,0,0,27.52,9.11,1,0.9999670646344023,1
30,F,celibataire,127252,CDI,189,4066413,13,14.08,immobilier,0,0,0,11.3,31.96,1,1.0,1
51,F,divorce,989166,Independant,58,1706978,18,14.14,immobilier,1,1,0,62.64,1.73,1,0.8381598746144213,1
25,F,celibataire,536395,Independant,70,3219049,55,10.56,immobilier,0,0,0,67.15,6.0,1,0.9999553298912214,1
38,F,marie,1181332,CDI,93,2779945,13,3.17,conso,1,0,0,22.4,2.35,0,0.052783495808717294,0
51,F,celibataire,432690,CDD,229,599247,35,6.92,auto,0,0,1,22.97,1.38,1,0.9983077405385924,1
21,H,celibataire,473236,CDD,140,4238170,45,7.85,auto,2,1,0,37.25,8.96,1,0.9999930442920844,1
42,H,celibataire,992234,Independant,137,1566405,38,15.78,immobilier,1,0,0,65.86,1.58,1,0.8763169483180022,1
32,F,divorce,1339901,CDI,105,4229511,57,15.61,conso,0,0,1,10.8,3.16,1,0.9994572158580796,1
21,H,celibataire,450565,Independant,49,2736636,38,4.57,auto,0,0,0,65.65,6.07,1,0.9999579643725898,1
62,H,celibataire,1007168,CDD,83,1283198,42,17.25,conso,0,1,1,74.2,1.27,1,0.9999972731410434,1
29,F,celibataire,1457355,Informel,17,1043483,9,5.74,scolaire,0,0,0,47.11,0.72,0,0.051536820978115926,0
49,F,marie,889657,Informel,54,218280,65,9.22,conso,0,0,0,9.53,0.25,0,0.0003744976260471604,0
49,H,celibataire,279245,CDD,112,1069925,36,6.23,conso,0,0,0,25.22,3.83,1,0.6893241210802047,1
45,F,divorce,973317,Independant,172,522159,19,15.9,scolaire,0,0,1,13.35,0.54,1,0.9635278420698423,1
30,H,celibataire,1213909,Informel,160,327460,65,14.24,auto,0,0,0,24.45,0.27,0,0.0033080434615825713,0
48,H,celibataire,352951,CDD,163,2128140,31,8.3,auto,0,0,0,65.88,6.03,1,0.9999581096889522,1
31,F,marie,1080778,CDI,206,1584535,29,13.23,conso,1,0,1,9.18,1.47,1,0.9903085114912724,1
37,H,celibataire,1134978,Independant,49,4731458,61,5.77,conso,0,0,0,26.29,4.17,1,0.7290228140083974,1
35,H,divorce,1133097,Independant,182,1559758,14,8.73,scolaire,2,0,0,43.77,1.38,0,0.18492599620475408,0
46,H,celibataire,798525,Informel,144,1090775,40,8.66,scolaire,0,0,0,70.55,1.37,1,0.8985033436198563,1
23,F,divorce,855173,Independant,85,796011,29,6.57,auto,1,0,0,23.75,0.93,0,0.008422866992446947,0
49,F,marie,981125,Informel,12,3270571,36,16.14,auto,0,0,1,63.37,3.33,1,0.9999997046975463,1
46,F,celibataire,88382,Informel,216,3464581,71,13.18,scolaire,1,0,1,48.77,39.2,1,1.0,1
60,F,marie,596243,CDD,126,2968771,71,7.2,conso,0,1,0,55.73,4.98,1,0.9989614374664232,1
19,H,celibataire,977428,Informel,98,1141112,46,6.63,scolaire,0,0,0,69.63,1.17,1,0.8595258140982236,1
40,F,divorce,619353,CDI,136,2526068,41,3.27,auto,0,0,0,6.98,4.08,1,0.18352956710622537,0
36,F,marie,427614,Independant,236,1374965,39,8.2,conso,1,1,0,44.73,3.22,1,0.9363334173516282,1
48,F,celibataire,94425,Informel,149,4093442,44,10.9,immobilier,0,0,0,61.04,43.35,1,1.0,1
22,F,divorce,879543,Independant,48,2891419,28,7.17,immobilier,1,0,0,71.35,3.29,1,0.9963623576947268,1
36,H,marie,1300447,Informel,136,1473460,49,13.51,scolaire,0,0,0,14.95,1.13,0,0.004438357137780204,0
51,H,celibataire,657545,CDD,28,82286,63,9.18,auto,0,0,0,30.61,0.13,0,0.00606966429224463,0
27,H,marie,423190,CDI,80,2319273,64,7.74,conso,0,1,0,10.89,5.48,1,0.9159837000481762,1
42,F,celibataire,904283,Independant,10,393045,31,17.09,immobilier,1,0,0,67.62,0.43,1,0.4741430206141784,1
19,F,divorce,82175,CDD,52,3383000,27,6.94,conso,0,0,0,69.3,41.17,1,1.0,1
28,H,divorce,1402061,Independant,143,1439706,45,8.97,conso,1,0,0,41.27,1.03,0,0.07260203255325373,0
48,F,marie,930340,CDD,132,4622790,16,8.73,conso,0,1,0,6.56,4.97,1,0.5828968001742519,1
32,F,marie,268961,CDI,90,1272509,14,6.62,conso,0,0,0,12.66,4.73,1,0.6874123484477161,1
26,H,celibataire,1346792,Informel,207,4434890,17,6.26,scolaire,0,0,0,51.83,3.29,1,0.9505872513034765,1
40,H,divorce,425259,CDD,228,4710508,31,7.54,conso,0,1,0,78.7,11.08,1,0.9999999991281505,1
36,F,celibataire,372338,Independant,224,2413256,43,15.96,immobilier,0,1,1,67.91,6.48,1,0.9999999995904385,1
26,F,divorce,508053,Independant,62,4546050,8,14.51,immobilier,0,0,0,64.84,8.95,1,0.9999996874623336,1
52,F,marie,1212934,CDD,107,1764500,20,13.21,scolaire,0,0,0,36.35,1.45,0,0.08191242308083056,0
38,H,celibataire,1301224,CDI,230,1890099,52,9.86,immobilier,0,0,0,78.89,1.45,1,0.9603494367608548,1
26,H,celibataire,1493268,CDI,132,2655574,10,10.62,conso,1,0,0,66.87,1.78,1,0.8802620698475017,1
45,H,divorce,638867,Informel,41,1685199,59,7.01,immobilier,0,0,1,30.17,2.64,1,0.9999300265440888,1
63,H,divorce,1225130,Informel,201,2210716,29,4.11,auto,2,0,1,61.14,1.8,1,0.9999897047420272,1
24,F,divorce,751915,Independant,99,2262669,16,7.97,conso,0,0,0,37.44,3.01,1,0.6747189196627119,1
33,H,marie,654065,Independant,55,1032479,38,10.43,scolaire,2,0,0,54.53,1.58,1,0.7050894334131287,1
33,H,celibataire,120751,Informel,28,1549406,62,3.86,auto,1,0,0,77.75,12.83,1,0.9999999999172828,1
50,F,divorce,1329247,Informel,101,2941572,57,4.32,immobilier,0,1,0,23.48,2.21,0,0.04986653962992197,0
21,F,marie,1237326,Informel,47,567103,69,6.95,auto,0,0,0,64.63,0.46,1,0.4468481666540203,1
21,F,divorce,1202756,CDD,137,3876268,48,8.51,immobilier,0,0,0,49.28,3.22,1,0.9372490581154027,1
56,H,celibataire,843274,Informel,130,2719508,49,8.9,immobilier,0,0,0,76.25,3.22,1,0.997778276185872,1
57,F,divorce,284750,CDD,195,1272322,41,4.77,immobilier,0,0,0,15.08,4.47,1,0.6090107057515395,1
34,F,celibataire,1162097,CDD,117,1746380,17,6.39,scolaire,0,0,0,58.98,1.5,1,0.6064866505741487,1
54,H,marie,615852,Informel,108,2317162,61,6.92,auto,1,2,0,7.79,3.76,1,0.2572698764666659,0
56,H,marie,709443,CDI,176,1217016,8,4.01,scolaire,0,0,0,23.49,1.72,0,0.03248998856758833,0
46,F,divorce,1068144,CDI,69,2577501,55,7.89,immobilier,0,0,0,29.06,2.41,0,0.1340579685967244,0
53,H,celibataire,500515,Independant,202,782275,34,4.08,conso,0,0,0,37.42,1.56,0,0.13474461628481493,0
55,F,celibataire,1119535,Informel,28,2675780,21,13.55,conso,1,0,0,77.4,2.39,1,0.9863328477646817,1
56,F,celibataire,267150,Independant,79,1926874,45,8.79,scolaire,1,0,0,10.07,7.21,1,0.9845737613413272,1
54,H,divorce,1479467,Informel,14,3572167,32,7.9,conso,0,0,0,17.67,2.41,0,0.027082277495748507,0
52,F,celibataire,877634,Independant,46,1863028,47,4.9,auto,0,0,0,20.23,2.12,0,0.024658537370192617,0
24,H,celibataire,451551,CDD,215,4023973,62,6.4,conso,0,0,0,36.8,8.91,1,0.9999895780677728,1
44,H,celibataire,1218773,Informel,141,1303783,15,6.49,conso,1,1,0,9.55,1.07,0,0.001357763028595312,0
45,H,celibataire,1171213,CDI,16,2103390,43,17.78,immobilier,0,0,0,77.41,1.8,1,0.9745488305698902,1
39,F,divorce,753726,Informel,222,4646235,13,15.53,auto,1,0,0,46.99,6.16,1,0.999602532518342,1
31,H,divorce,1152852,Independant,168,4693422,23,3.23,auto,0,0,1,66.0,4.07,1,0.9999999342945375,1
24,H,celibataire,235647,Independant,200,1199930,22,12.25,conso,1,0,0,62.94,5.09,1,0.999756209439954,1
54,F,celibataire,383374,Independant,209,3423598,63,6.84,immobilier,2,0,0,54.56,8.93,1,0.9999979744026323,1
39,F,marie,1079767,Independant,158,1449732,71,4.57,conso,0,0,0,72.83,1.34,1,0.9007851235377838,1
22,F,marie,466230,Independant,81,2449976,49,13.58,conso,0,1,0,72.68,5.25,1,0.9999576070043051,1
19,F,celibataire,1258102,Independant,227,3419811,14,4.97,scolaire,0,0,0,14.58,2.72,0,0.0399128734174821,0
44,H,celibataire,541833,CDI,193,4629655,53,9.66,immobilier,1,0,0,72.64,8.54,1,0.9999997519256285,1
38,H,marie,758381,Independant,58,4303483,44,12.48,scolaire,0,0,0,44.29,5.67,1,0.9987349571376932,1
55,H,marie,1425779,CDI,216,936045,11,11.32,conso,0,0,0,25.11,0.66,0,0.004328795215358325,0
32,F,celibataire,1130108,Informel,48,352114,35,17.66,conso,0,0,0,50.64,0.31,1,0.07476358504142339,0
38,F,divorce,599518,CDD,49,2089316,23,14.79,immobilier,1,0,0,26.07,3.48,1,0.5817660849599423,1
27,H,divorce,1231242,CDI,89,4249022,48,14.61,auto,1,0,0,40.93,3.45,1,0.8945163940357043,1
40,F,celibataire,1210127,Informel,130,1006222,38,8.33,conso,0,0,0,66.23,0.83,1,0.5287915794116211,1
56,F,celibataire,248828,CDD,217,2485065,58,3.13,conso,0,0,0,7.41,9.99,1,0.9998397439978102,1
22,H,marie,186734,CDI,14,2288950,61,14.02,scolaire,0,0,0,18.73,12.26,1,0.999999703277639,1
18,H,marie,980429,CDI,103,3550176,24,18.0,scolaire,1,0,0,76.74,3.62,1,0.999496027218829,1
30,F,divorce,810002,Informel,121,591427,31,9.09,immobilier,2,0,0,38.38,0.73,0,0.04388514193602262,0
38,F,celibataire,1031710,Independant,225,3916769,34,17.78,scolaire,0,1,0,27.75,3.8,1,0.7316734006863828,1
43,F,marie,918600,CDI,145,2266956,29,5.13,auto,0,0,0,74.25,2.47,1,0.9890783978438114,1
62,H,divorce,193123,CDI,123,4813374,11,7.45,conso,0,0,0,73.34,24.92,1,1.0,1
38,H,divorce,810548,Informel,159,1342821,59,5.56,scolaire,0,0,0,8.32,1.66,0,0.004881290853480238,0
35,H,divorce,1022054,Independant,138,1902021,44,10.13,auto,2,0,1,32.19,1.86,1,0.9997611176918098,1
54,H,marie,1216473,CDD,70,2981568,9,14.95,conso,0,0,0,73.46,2.45,1,0.9887183303181671,1
62,H,marie,708887,Independant,103,290734,63,8.11,conso,0,0,0,18.48,0.41,0,0.0018574290102597354,0
49,F,celibataire,1409362,Independant,217,1069326,53,16.59,auto,1,0,0,48.37,0.76,0,0.08654434770362504,0
53,F,celibataire,1497582,Informel,102,3167312,65,11.17,conso,2,0,0,29.06,2.11,0,0.05791626766071295,0
34,F,divorce,1377327,Independant,165,2323098,31,9.98,auto,0,1,0,60.24,1.69,1,0.7700902353441701,1
52,H,divorce,1165085,Informel,64,2800550,45,14.81,auto,1,0,0,16.87,2.4,0,0.042662637141501925,0
28,H,marie,915669,CDD,158,583384,61,4.52,scolaire,0,1,0,49.7,0.64,0,0.2294921156008781,0
38,H,marie,750774,CDI,162,3397891,44,14.61,immobilier,0,0,0,5.0,4.53,1,0.4307601614917551,1
43,F,celibataire,1257209,CDI,18,4735775,44,6.64,auto,0,0,0,23.94,3.77,1,0.4080086384299776,1
21,H,celibataire,946297,Informel,216,3927433,53,7.21,scolaire,1,0,0,17.16,4.15,1,0.5837168003286624,1
51,H,celibataire,666347,Informel,63,1060405,30,11.99,conso,1,0,0,20.74,1.59,0,0.019071725321713525,0
35,F,marie,391294,Independant,49,1999803,39,16.53,scolaire,3,1,0,69.53,5.11,1,0.9999053089282922,1
57,H,divorce,954799,Independant,56,2681308,26,11.68,auto,0,0,0,73.61,2.81,1,0.9930138616442302,1
52,F,celibataire,284196,CDI,91,4528330,30,12.73,scolaire,0,0,0,61.63,15.93,1,0.9999999999950882,1
58,H,celibataire,80903,CDI,58,2839475,27,14.65,immobilier,0,0,0,49.26,35.1,1,1.0,1
46,H,marie,1369600,CDI,155,3390470,28,6.89,conso,0,1,0,22.31,2.48,0,0.09469433502821077,0
46,F,celibataire,920667,Informel,55,2054268,30,15.41,scolaire,1,1,0,25.6,2.23,0,0.09593873242028994,0
55,F,divorce,269637,CDD,231,2442671,31,9.27,conso,0,1,0,28.24,9.06,1,0.9999688569676856,1
59,F,marie,921774,CDD,85,2480506,35,5.63,auto,0,0,0,63.28,2.69,1,0.9667424426741076,1
38,F,celibataire,1302371,Informel,19,4921936,43,8.25,immobilier,1,0,0,23.97,3.78,1,0.4487553061074485,1
59,F,celibataire,1164148,Independant,231,3086372,39,6.69,immobilier,0,0,0,78.0,2.65,1,0.991305619359793,1
30,F,marie,1227569,CDD,151,1449996,20,6.43,scolaire,1,0,0,64.73,1.18,1,0.71889390248595,1
58,H,marie,429207,Independant,103,3022290,49,7.24,conso,1,0,0,79.98,7.04,1,0.9999986487511039,1
34,H,celibataire,1035054,CDI,112,2313386,15,5.71,conso,0,1,0,39.44,2.24,0,0.3939728275821402,1
26,F,divorce,1051537,CDI,108,1696470,42,13.02,scolaire,0,0,0,49.2,1.61,0,0.42949803243854484,1
58,H,marie,502227,Independant,47,3385304,12,11.7,scolaire,1,0,0,26.03,6.74,1,0.9972224608836165,1
18,F,divorce,701828,CDI,207,3382241,37,12.73,scolaire,0,0,0,50.28,4.82,1,0.9974318819106238,1
19,H,celibataire,133533,Informel,107,2208553,16,8.16,scolaire,0,0,0,78.04,16.54,1,0.9999999999998839,1
46,F,divorce,759424,Independant,194,2102598,53,14.55,immobilier,0,0,0,7.28,2.77,0,0.02760131853174342,0
50,H,celibataire,863185,Independant,227,1314583,53,4.94,scolaire,0,0,0,26.7,1.52,0,0.02835254214991894,0
27,H,celibataire,1309229,Independant,179,4429838,50,11.57,conso,2,0,1,26.1,3.38,1,0.9999567937044382,1
57,H,celibataire,1248964,CDD,84,963878,38,7.13,auto,0,0,0,78.68,0.77,1,0.843024947485838,1
38,H,celibataire,1252058,Independant,156,3878401,9,10.91,conso,0,0,0,14.95,3.1,1,0.08649464507567058,0
45,H,divorce,875063,Independant,128,1489064,52,7.85,scolaire,1,0,0,65.93,1.7,1,0.8896738123847464,1
28,F,celibataire,1383512,Independant,185,3998270,58,14.86,immobilier,0,0,1,25.59,2.89,1,0.9998754612276444,1
51,F,celibataire,1215964,CDD,58,967266,36,16.37,scolaire,1,0,0,69.55,0.8,1,0.6291070965408262,1
25,F,divorce,733302,CDI,143,4010690,36,14.14,auto,0,0,0,41.58,5.47,1,0.9973374392252587,1
39,H,marie,193076,CDD,144,4892559,32,5.63,scolaire,0,0,0,23.17,25.34,1,1.0,1
25,F,divorce,801558,Informel,97,2651715,53,7.12,auto,1,1,0,58.23,3.31,1,0.9875880810336329,1
32,H,divorce,973850,Independant,47,1112189,41,16.79,scolaire,1,0,0,68.12,1.14,1,0.8346751965078425,1
34,H,divorce,1200368,Informel,191,2095932,54,9.56,immobilier,0,1,0,40.26,1.75,0,0.30841675846368355,1
40,H,celibataire,501648,CDD,140,1235735,36,17.12,conso,2,0,0,58.55,2.46,1,0.9560328279271719,1
41,F,celibataire,1136943,CDI,103,1527493,49,8.89,auto,0,1,0,18.62,1.34,0,0.006927029308768638,0
62,H,celibataire,838961,CDI,231,4875160,64,17.28,conso,1,1,0,75.32,5.81,1,0.999981191023905,1
36,F,marie,1023015,Independant,171,4536070,28,16.89,scolaire,0,0,0,12.23,4.43,1,0.5305128834210388,1
22,F,celibataire,875005,CDI,84,1456554,47,12.91,conso,0,0,0,21.65,1.66,0,0.02303545613098743,0
49,H,marie,1265026,CDD,157,3764757,47,3.13,immobilier,2,0,0,26.63,2.98,0,0.2988177981421121,0
61,H,celibataire,931728,CDD,235,1570492,18,9.01,immobilier,1,0,0,16.46,1.69,0,0.010884894850137902,0
18,F,divorce,407985,CDI,49,4315941,6,16.67,conso,0,0,0,35.5,10.58,1,0.9999991975045964,1
40,F,celibataire,936665,Independant,131,3254903,58,16.28,conso,0,0,1,39.33,3.47,1,0.9999933455120952,1
54,F,marie,669573,Independant,112,4500276,45,5.81,immobilier,0,1,0,43.89,6.72,1,0.9997284492918711,1
25,F,marie,1188123,CDD,197,1596376,51,8.99,auto,1,1,1,8.06,1.34,1,0.9901335920425269,1
30,F,celibataire,742582,CDI,60,4838851,27,15.53,auto,0,0,0,21.43,6.52,1,0.9924720952596299,1
25,F,divorce,1136509,CDD,66,3350070,57,11.67,immobilier,1,0,0,65.58,2.95,1,0.9875611572011981,1
40,H,celibataire,1474105,CDD,87,1191965,33,15.71,immobilier,0,0,2,65.8,0.81,1,0.9999999990586084,1
60,F,celibataire,845127,Informel,126,377461,58,15.4,auto,0,0,0,29.75,0.45,0,0.006885478702091707,0
18,F,celibataire,551653,CDD,218,2492275,68,16.61,conso,1,0,0,39.59,4.52,1,0.9867617090689967,1
62,F,divorce,1111830,Independant,26,303154,22,4.76,conso,0,0,0,18.76,0.27,0,0.0005343975720532386,0
41,F,marie,951022,CDI,71,1084501,69,5.18,scolaire,0,0,0,66.66,1.14,1,0.739772279151388,1
52,H,divorce,1497119,CDI,74,788880,11,4.24,auto,2,0,0,76.75,0.53,1,0.6515597931779487,1
41,H,marie,401289,Informel,197,2930379,19,17.03,immobilier,2,0,1,26.85,7.3,1,0.999999983490137,1
34,F,marie,254682,Informel,47,4191503,22,10.13,scolaire,1,0,1,63.65,16.46,1,1.0,1
22,F,marie,1448240,Independant,76,4197385,43,3.96,conso,1,0,0,31.43,2.9,0,0.3464408754195849,1
37,F,divorce,1088358,Informel,96,2859017,18,7.82,auto,0,1,0,5.2,2.63,0,0.015017031410311552,0
38,H,celibataire,921244,CDD,170,1271905,58,8.27,scolaire,0,2,0,49.98,1.38,0,0.5071301553349923,1
57,H,celibataire,1331258,CDD,31,260582,14,15.14,conso,0,1,0,35.78,0.2,0,0.008148955372989595,0
48,H,celibataire,1311148,Independant,22,689327,49,14.03,immobilier,1,1,1,61.88,0.53,1,0.9999267612342624,1
63,H,celibataire,1037122,CDI,17,1043663,31,13.34,conso,0,0,0,61.16,1.01,1,0.4438365683702978,1
53,H,celibataire,1345630,Independant,212,3604339,24,3.33,conso,1,0,0,75.95,2.68,1,0.9889317897075098,1
28,H,divorce,1054090,Informel,148,4353313,53,16.66,auto,1,1,0,37.84,4.13,1,0.9706741693349842,1
32,F,divorce,474833,CDI,235,3217365,35,6.23,immobilier,0,0,1,41.19,6.78,1,0.9999999882700877,1
36,H,divorce,339711,CDI,136,3073403,37,12.44,auto,1,0,0,35.03,9.05,1,0.9999890812717012,1
24,H,divorce,705122,CDI,239,2298474,16,3.93,immobilier,0,0,0,27.27,3.26,1,0.5424511869498679,1
45,F,divorce,1262981,Informel,98,926899,31,4.22,scolaire,0,0,0,52.84,0.73,1,0.1211253881461642,0
60,H,divorce,120002,CDD,49,2259007,31,3.14,conso,1,0,0,67.1,18.82,1,0.9999999999999825,1
22,F,divorce,335549,CDD,87,2093817,22,11.49,auto,0,0,1,16.84,6.24,1,0.9999994860119317,1
22,H,celibataire,1061124,Informel,38,1523097,49,12.44,immobilier,0,0,0,78.64,1.44,1,0.9718266738817235,1
47,F,marie,562843,Informel,53,4964982,28,3.76,auto,0,0,0,56.29,8.82,1,0.999998483688071,1
49,F,divorce,473727,Independant,28,1818173,30,7.36,conso,1,0,0,63.51,3.84,1,0.9954523431655483,1
25,F,marie,454994,Independant,77,3029979,42,15.77,conso,0,1,0,79.91,6.66,1,0.9999985894728086,1
27,F,divorce,773210,CDD,157,453312,70,4.52,scolaire,0,2,0,42.8,0.59,0,0.09546621543577231,0
55,F,divorce,725836,Informel,200,302138,7,6.25,immobilier,0,1,0,10.35,0.42,0,0.0006416498713421579,0
64,H,celibataire,1160362,Independant,139,3548239,37,9.37,immobilier,2,0,0,64.27,3.06,1,0.9780053888747031,1
49,H,marie,378388,Informel,175,265555,60,15.63,scolaire,0,0,0,70.31,0.7,1,0.8671965208018394,1
45,F,celibataire,1195837,Informel,173,3346135,55,6.82,scolaire,0,0,0,17.18,2.8,0,0.05644177241901552,0
34,F,celibataire,1409197,CDD,18,2963491,70,17.96,immobilier,0,1,0,6.81,2.1,0,0.007084921720164215,0
48,F,marie,781893,CDD,50,2924583,37,8.33,immobilier,1,0,0,15.19,3.74,1,0.29803524653616076,0
25,H,celibataire,350640,Informel,89,1137963,42,8.8,auto,1,0,0,29.3,3.25,1,0.6646550019174277,1
57,F,divorce,1249098,CDI,177,2627935,18,4.83,immobilier,0,0,0,74.32,2.1,1,0.9609573247471147,1
42,F,divorce,485486,CDI,150,1173231,59,13.2,auto,2,0,0,5.19,2.42,0,0.01384726099503833,0
26,F,divorce,811368,Informel,45,1680271,8,6.65,auto,2,0,0,65.28,2.07,1,0.9385561521084013,1
19,F,divorce,362868,CDD,189,2605630,47,12.43,auto,1,0,0,69.11,7.18,1,0.9999974865331668,1
32,H,divorce,372560,CDI,227,3593499,45,6.35,auto,0,0,0,65.83,9.65,1,0.9999999317548418,1
20,F,celibataire,554406,CDD,127,4177283,71,8.82,conso,0,0,0,11.17,7.53,1,0.9959528729498602,1
53,F,celibataire,1222142,CDI,93,153748,65,15.85,scolaire,1,0,1,55.94,0.13,1,0.9995278392253387,1
21,H,divorce,1380637,Informel,21,1889196,16,14.08,scolaire,0,0,0,76.54,1.37,1,0.9483808885696914,1
31,F,divorce,1255768,Independant,199,915028,6,5.32,immobilier,0,1,0,14.03,0.73,0,0.0013194116018047583,0
58,F,celibataire,481914,Independant,189,715593,31,12.12,scolaire,0,0,0,7.38,1.48,0,0.0023960897660838323,0
58,H,marie,1330040,CDD,76,4509536,47,12.43,scolaire,1,0,0,70.52,3.39,1,0.9964255336018403,1
42,H,celibataire,1036996,CDD,164,1242775,67,4.36,conso,0,1,0,53.37,1.2,1,0.4227229097374602,1
27,H,celibataire,647922,CDI,152,1786551,66,9.99,auto,1,0,0,53.48,2.76,1,0.9427838680407482,1
38,F,celibataire,1245831,Informel,160,851885,67,6.91,auto,1,0,0,77.33,0.68,1,0.8029408410195618,1
